variable,value,Label
W7_Q33A9,88,Weiss nicht
W7_Q33A9,99,keine Angabe
W7_Q34A1,Variable Label,Aussage: Kinderbetreuung stellt Problem dar
W7_Q34A1,1,1 = Trifft voll und ganz zu
W7_Q34A1,2,2 = Trifft eher zu
W7_Q34A1,3,3 = Teils-teils
W7_Q34A1,4,4 = Trifft eher nicht zu
W7_Q34A1,5,5 = Trifft gar nicht zu
W7_Q34A1,88,Weiss nicht
W7_Q34A1,99,keine Angabe
W7_Q35A1,Variable Label,Zuhause verlassen: Arbeit
W7_Q35A1,1,nie
W7_Q35A1,2,an manchen Tagen
W7_Q35A1,3,mehrmals die Woche
W7_Q35A1,4,beinahe jeden Tag
W7_Q35A1,5,taeglich
W7_Q35A1,88,Weiss nicht
W7_Q35A1,99,keine Angabe
W7_Q35A2,Variable Label,Zuhause verlassen: Sport
W7_Q35A2,1,nie
W7_Q35A2,2,an manchen Tagen
W7_Q35A2,3,mehrmals die Woche
W7_Q35A2,4,beinahe jeden Tag
W7_Q35A2,5,taeglich
W7_Q35A2,88,Weiss nicht
W7_Q35A2,99,keine Angabe
W7_Q35A3,Variable Label,Zuhause verlassen: Freunde oder Verwandte treffen
W7_Q35A3,1,nie
W7_Q35A3,2,an manchen Tagen
W7_Q35A3,3,mehrmals die Woche
W7_Q35A3,4,beinahe jeden Tag
W7_Q35A3,5,taeglich
W7_Q35A3,88,Weiss nicht
W7_Q35A3,99,keine Angabe
W7_Q35A4,Variable Label,"Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe"
W7_Q35A4,1,nie
W7_Q35A4,2,an manchen Tagen
W7_Q35A4,3,mehrmals die Woche
W7_Q35A4,4,beinahe jeden Tag
W7_Q35A4,5,taeglich
W7_Q35A4,88,Weiss nicht
W7_Q35A4,99,keine Angabe
W7_Q35A5,Variable Label,Zuhause verlassen: Essen einkaufen
W7_Q35A5,1,nie
W7_Q35A5,2,an manchen Tagen
W7_Q35A5,3,mehrmals die Woche
W7_Q35A5,4,beinahe jeden Tag
W7_Q35A5,5,taeglich
W7_Q35A5,88,Weiss nicht
W7_Q35A5,99,keine Angabe
W7_Q35A6,Variable Label,Zuhause verlassen: Haustier ausfuehren
W7_Q35A6,1,nie
W7_Q35A6,2,an manchen Tagen
W7_Q35A6,3,mehrmals die Woche
W7_Q35A6,4,beinahe jeden Tag
W7_Q35A6,5,taeglich
W7_Q35A6,88,Weiss nicht
W7_Q35A6,99,keine Angabe
W7_Q35A7,Variable Label,Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen
W7_Q35A7,1,nie
W7_Q35A7,2,an manchen Tagen
W7_Q35A7,3,mehrmals die Woche
W7_Q35A7,4,beinahe jeden Tag
W7_Q35A7,5,taeglich
W7_Q35A7,88,Weiss nicht
W7_Q35A7,99,keine Angabe
W7_Q35A8,Variable Label,Zuhause verlassen: Sonstige Besorgungen
W7_Q35A8,1,nie
W7_Q35A8,2,an manchen Tagen
W7_Q35A8,3,mehrmals die Woche
W7_Q35A8,4,beinahe jeden Tag
W7_Q35A8,5,taeglich
W7_Q35A8,88,Weiss nicht
W7_Q35A8,99,keine Angabe
W7_Q35A9,Variable Label,Zuhause verlassen: Andere Gruende
W7_Q35A9,1,nie
W7_Q35A9,2,an manchen Tagen
W7_Q35A9,3,mehrmals die Woche
W7_Q35A9,4,beinahe jeden Tag
W7_Q35A9,5,taeglich
W7_Q35A9,88,Weiss nicht
W7_Q35A9,99,keine Angabe
W7_Q36A1,Variable Label,Meinung anderer Oesterreicher: Geschaefte sollen geschlossen bleiben
W7_Q36A1,1,1 = Nahezu alle sind dieser Meinung
W7_Q36A1,2,2 = Die meisten sind dieser Meinung
W7_Q36A1,3,3 = Etwa die Haelfte ist dieser Meinung
W7_Q36A1,4,4 = Einige sind dieser Meinung
W7_Q36A1,5,5 = Nahezu niemand ist dieser Meinung
W7_Q36A1,88,Weiss nicht
W7_Q36A1,99,keine Angabe
W7_Q36A2,Variable Label,Meinung anderer Oesterreicher: Alle muessen zu Hause bleiben
W7_Q36A2,1,1 = Nahezu alle sind dieser Meinung
W7_Q36A2,2,2 = Die meisten sind dieser Meinung
W7_Q36A2,3,3 = Etwa die Haelfte ist dieser Meinung
W7_Q36A2,4,4 = Einige sind dieser Meinung
W7_Q36A2,5,5 = Nahezu niemand ist dieser Meinung
W7_Q36A2,88,Weiss nicht
W7_Q36A2,99,keine Angabe
W7_Q36A3,Variable Label,Meinung anderer Oesterreicher: Nicht-Einhaltung von Massnahmen bestrafen
W7_Q36A3,1,1 = Nahezu alle sind dieser Meinung
W7_Q36A3,2,2 = Die meisten sind dieser Meinung
W7_Q36A3,3,3 = Etwa die Haelfte ist dieser Meinung
W7_Q36A3,4,4 = Einige sind dieser Meinung
W7_Q36A3,5,5 = Nahezu niemand ist dieser Meinung
W7_Q36A3,88,Weiss nicht
W7_Q36A3,99,keine Angabe
W7_Q36A4,Variable Label,Meinung anderer Oesterreicher: Alle muessen 1m Abstand halten
W7_Q36A4,1,1 = Nahezu alle sind dieser Meinung
W7_Q36A4,2,2 = Die meisten sind dieser Meinung
W7_Q36A4,3,3 = Etwa die Haelfte ist dieser Meinung
W7_Q36A4,4,4 = Einige sind dieser Meinung
W7_Q36A4,5,5 = Nahezu niemand ist dieser Meinung
W7_Q36A4,88,Weiss nicht
W7_Q36A4,99,keine Angabe
W7_Q36A5,Variable Label,Meinung anderer Oesterreicher: Verletzungen muessen vermieden werden
W7_Q36A5,1,1 = Nahezu alle sind dieser Meinung
W7_Q36A5,2,2 = Die meisten sind dieser Meinung
W7_Q36A5,3,3 = Etwa die Haelfte ist dieser Meinung
W7_Q36A5,4,4 = Einige sind dieser Meinung
W7_Q36A5,5,5 = Nahezu niemand ist dieser Meinung
W7_Q36A5,88,Weiss nicht
W7_Q36A5,99,keine Angabe
W7_Q36A6,Variable Label,Meinung anderer Oesterreicher: Schutzmasken im oeffentlichen Raum tragen
W7_Q36A6,1,1 = Nahezu alle sind dieser Meinung
W7_Q36A6,2,2 = Die meisten sind dieser Meinung
W7_Q36A6,3,3 = Etwa die Haelfte ist dieser Meinung
W7_Q36A6,4,4 = Einige sind dieser Meinung
W7_Q36A6,5,5 = Nahezu niemand ist dieser Meinung
W7_Q36A6,88,Weiss nicht
W7_Q36A6,99,keine Angabe
W7_Q37A1,Variable Label,Verhalten anderer Oesterreicher: Bleiben zu Hause
W7_Q37A1,1,1 = Nahezu alle verhalten sich so
W7_Q37A1,2,2 = Die meisten verhalten sich so
W7_Q37A1,3,3 = Etwa die Haelfte verhaelt sich so
W7_Q37A1,4,4 = Einige verhalten sich so
W7_Q37A1,5,5 = Nahezu niemand verhaelt sich so
W7_Q37A1,88,Weiss nicht
W7_Q37A1,99,keine Angabe
W7_Q37A2,Variable Label,Verhalten anderer Oesterreicher: Halten Abstand
W7_Q37A2,1,1 = Nahezu alle verhalten sich so
W7_Q37A2,2,2 = Die meisten verhalten sich so
W7_Q37A2,3,3 = Etwa die Haelfte verhaelt sich so
W7_Q37A2,4,4 = Einige verhalten sich so
W7_Q37A2,5,5 = Nahezu niemand verhaelt sich so
W7_Q37A2,88,Weiss nicht
W7_Q37A2,99,keine Angabe
W7_Q37A3,Variable Label,Verhalten anderer Oesterreicher: Vermeiden Verletzungen
W7_Q37A3,1,1 = Nahezu alle verhalten sich so
W7_Q37A3,2,2 = Die meisten verhalten sich so
W7_Q37A3,3,3 = Etwa die Haelfte verhaelt sich so
W7_Q37A3,4,4 = Einige verhalten sich so
W7_Q37A3,5,5 = Nahezu niemand verhaelt sich so
W7_Q37A3,88,Weiss nicht
W7_Q37A3,99,keine Angabe
W7_Q37A4,Variable Label,Verhalten anderer Oesterreicher: Tragen Schutzmasken
W7_Q37A4,1,1 = Nahezu alle verhalten sich so
W7_Q37A4,2,2 = Die meisten verhalten sich so
W7_Q37A4,3,3 = Etwa die Haelfte verhaelt sich so
W7_Q37A4,4,4 = Einige verhalten sich so
W7_Q37A4,5,5 = Nahezu niemand verhaelt sich so
W7_Q37A4,88,Weiss nicht
W7_Q37A4,99,keine Angabe
W7_Q38A1,Variable Label,Eigenes Verhalten: Zu Hause bleiben
W7_Q38A1,1,1 = Nahezu immer
W7_Q38A1,2,2 = Meistens
W7_Q38A1,3,3 = Manchmal
W7_Q38A1,4,4 = Selten
W7_Q38A1,5,5 = Nahezu nie
W7_Q38A1,88,Weiss nicht
W7_Q38A1,99,keine Angabe
W7_Q38A2,Variable Label,Eigenes Verhalten: Abstand halten
W7_Q38A2,1,1 = Nahezu immer
W7_Q38A2,2,2 = Meistens
W7_Q38A2,3,3 = Manchmal
W7_Q38A2,4,4 = Selten
W7_Q38A2,5,5 = Nahezu nie
W7_Q38A2,88,Weiss nicht
W7_Q38A2,99,keine Angabe
W7_Q38A3,Variable Label,Eigenes Verhalten: Verletzungen vermeiden
W7_Q38A3,1,1 = Nahezu immer
W7_Q38A3,2,2 = Meistens
W7_Q38A3,3,3 = Manchmal
W7_Q38A3,4,4 = Selten
W7_Q38A3,5,5 = Nahezu nie
W7_Q38A3,88,Weiss nicht
W7_Q38A3,99,keine Angabe
W7_Q38A4,Variable Label,Eigenes Verhalten: Schutzmaske tragen
W7_Q38A4,1,1 = Nahezu immer
W7_Q38A4,2,2 = Meistens
W7_Q38A4,3,3 = Manchmal
W7_Q38A4,4,4 = Selten
W7_Q38A4,5,5 = Nahezu nie
W7_Q38A4,88,Weiss nicht
W7_Q38A4,99,keine Angabe
W7_Q39A1,Variable Label,Chance: Zusammenhalt hat sich erhoeht
W7_Q39A1,1,1 = Trifft voll und ganz zu
W7_Q39A1,2,2 = Trifft eher zu
W7_Q39A1,3,3 = Teils-teils
W7_Q39A1,4,4 = Trifft eher nicht zu
W7_Q39A1,5,5 = Trifft gar nicht zu
W7_Q39A1,88,Weiss nicht
W7_Q39A1,99,keine Angabe
W7_Q39A2,Variable Label,Chance: Gut fuer Umwelt und Klima
W7_Q39A2,1,1 = Trifft voll und ganz zu
W7_Q39A2,2,2 = Trifft eher zu
W7_Q39A2,3,3 = Teils-teils
W7_Q39A2,4,4 = Trifft eher nicht zu
W7_Q39A2,5,5 = Trifft gar nicht zu
W7_Q39A2,88,Weiss nicht
W7_Q39A2,99,keine Angabe
W7_Q39A3,Variable Label,Chance: Umstellung auf Online-Kommunikation
W7_Q39A3,1,1 = Trifft voll und ganz zu
W7_Q39A3,2,2 = Trifft eher zu
W7_Q39A3,3,3 = Teils-teils
W7_Q39A3,4,4 = Trifft eher nicht zu
W7_Q39A3,5,5 = Trifft gar nicht zu
W7_Q39A3,88,Weiss nicht
W7_Q39A3,99,keine Angabe
W7_Q40,Variable Label,Aktueller Job kann in Zukunft von Roboter erledigt werden
W7_Q40,1,"Ja, vollständig"
W7_Q40,2,"Ja, grösstenteils"
W7_Q40,3,"Ja, aber nur teilweise"
W7_Q40,4,"Nein, überhaupt nicht"
W7_Q40,88,Weiss nicht
W7_Q40,99,keine Angabe
W7_Q41A1,Variable Label,Roboter/AI: hilft Menschen
W7_Q41A1,1,1 = Trifft voll und ganz zu
W7_Q41A1,2,2 = Trifft eher zu
W7_Q41A1,3,3 = Teils-teils
W7_Q41A1,4,4 = Trifft eher nicht zu
W7_Q41A1,5,5 = Trifft gar nicht zu
W7_Q41A1,88,Weiss nicht
W7_Q41A1,99,keine Angabe
W7_Q41A2,Variable Label,Roboter/AI: notwendig fuer schwere Arbeit
W7_Q41A2,1,1 = Trifft voll und ganz zu
W7_Q41A2,2,2 = Trifft eher zu
W7_Q41A2,3,3 = Teils-teils
W7_Q41A2,4,4 = Trifft eher nicht zu
W7_Q41A2,5,5 = Trifft gar nicht zu
W7_Q41A2,88,Weiss nicht
W7_Q41A2,99,keine Angabe
W7_Q41A3,Variable Label,Roboter/AI: nehmen Menschen Arbeitsplaetze weg
W7_Q41A3,1,1 = Trifft voll und ganz zu
W7_Q41A3,2,2 = Trifft eher zu
W7_Q41A3,3,3 = Teils-teils
W7_Q41A3,4,4 = Trifft eher nicht zu
W7_Q41A3,5,5 = Trifft gar nicht zu
W7_Q41A3,88,Weiss nicht
W7_Q41A3,99,keine Angabe
W7_Q41A4,Variable Label,Roboter/AI: Kontrollverlust ueber persoenliche Daten
W7_Q41A4,1,1 = Trifft voll und ganz zu
W7_Q41A4,2,2 = Trifft eher zu
W7_Q41A4,3,3 = Teils-teils
W7_Q41A4,4,4 = Trifft eher nicht zu
W7_Q41A4,5,5 = Trifft gar nicht zu
W7_Q41A4,88,Weiss nicht
W7_Q41A4,99,keine Angabe
W7_Q41A5,Variable Label,Roboter/AI: gefaehrden Jobs von Personen mit geringem Einkommen
W7_Q41A5,1,1 = Trifft voll und ganz zu
W7_Q41A5,2,2 = Trifft eher zu
W7_Q41A5,3,3 = Teils-teils
W7_Q41A5,4,4 = Trifft eher nicht zu
W7_Q41A5,5,5 = Trifft gar nicht zu
W7_Q41A5,88,Weiss nicht
W7_Q41A5,99,keine Angabe
W7_Q42A1,Variable Label,Wohlgefuehl: Roboter uebernimmt medizinischen Eingriff
W7_Q42A1,1,1 = Wuerde mich vollkommen unwohl fuehlen
W7_Q42A1,2,2
W7_Q42A1,3,3
W7_Q42A1,4,4
W7_Q42A1,5,5
W7_Q42A1,6,6
W7_Q42A1,7,7
W7_Q42A1,8,8
W7_Q42A1,9,9
W7_Q42A1,10,10 = Wuerde mich vollkommen wohl fuehlen
W7_Q42A1,88,Weiss nicht
W7_Q42A1,99,keine Angabe
W7_Q42A2,Variable Label,Wohlgefuehl: Roboter unterstuetzt am Arbeitsplatz
W7_Q42A2,1,1 = Wuerde mich vollkommen unwohl fuehlen
W7_Q42A2,2,2
W7_Q42A2,3,3
W7_Q42A2,4,4
W7_Q42A2,5,5
W7_Q42A2,6,6
W7_Q42A2,7,7
W7_Q42A2,8,8
W7_Q42A2,9,9
W7_Q42A2,10,10 = Wuerde mich vollkommen wohl fuehlen
W7_Q42A2,88,Weiss nicht
W7_Q42A2,99,keine Angabe
W7_Q42A3,Variable Label,Wohlgefuehl: Roboter hilft wenn alt und gebrechlich
W7_Q42A3,1,1 = Wuerde mich vollkommen unwohl fuehlen
W7_Q42A3,2,2
W7_Q42A3,3,3
W7_Q42A3,4,4
W7_Q42A3,5,5
W7_Q42A3,6,6
W7_Q42A3,7,7
W7_Q42A3,8,8
W7_Q42A3,9,9
W7_Q42A3,10,10 = Wuerde mich vollkommen wohl fuehlen
W7_Q42A3,88,Weiss nicht
W7_Q42A3,99,keine Angabe
W7_Q42A4,Variable Label,Wohlgefuehl: Roboter/Drohne liefert Pakete aus
W7_Q42A4,1,1 = Wuerde mich vollkommen unwohl fuehlen
W7_Q42A4,2,2
W7_Q42A4,3,3
W7_Q42A4,4,4
W7_Q42A4,5,5
W7_Q42A4,6,6
W7_Q42A4,7,7
W7_Q42A4,8,8
W7_Q42A4,9,9
W7_Q42A4,10,10 = Wuerde mich vollkommen wohl fuehlen
W7_Q42A4,88,Weiss nicht
W7_Q42A4,99,keine Angabe
W7_Q42A5,Variable Label,Wohlgefuehl: selbstfahrendes Auto
W7_Q42A5,1,1 = Wuerde mich vollkommen unwohl fuehlen
W7_Q42A5,2,2
W7_Q42A5,3,3
W7_Q42A5,4,4
W7_Q42A5,5,5
W7_Q42A5,6,6
W7_Q42A5,7,7
W7_Q42A5,8,8
W7_Q42A5,9,9
W7_Q42A5,10,10 = Wuerde mich vollkommen wohl fuehlen
W7_Q42A5,88,Weiss nicht
W7_Q42A5,99,keine Angabe
W7_Q43,Variable Label,Roboter: Risiko/Nutzen-Verhaeltnis
W7_Q43,0,0 = Risiken uebersteigen den Nutzen bei Weitem
W7_Q43,1,1
W7_Q43,2,2
W7_Q43,3,3
W7_Q43,4,4
W7_Q43,5,5
W7_Q43,6,6
W7_Q43,7,7
W7_Q43,8,8
W7_Q43,9,9
W7_Q43,10,10 = Nutzen uebersteigt die Risiken bei Weitem
W7_Q43,88,Weiss nicht
W7_Q44,Variable Label,Politikinteresse
W7_Q44,1,1 = sehr interessiert
W7_Q44,2,2 = ziemlich interessiert
W7_Q44,3,3 = wenig interessiert
W7_Q44,4,4 = gar nicht interessiert
W7_Q44,88,Weiss nicht
W7_Q44,99,keine Angabe
W7_Q45A1,Variable Label,Vertrauen: ORF
W7_Q45A1,0,0 = Ueberhaupt kein Vertrauen
W7_Q45A1,1,1
W7_Q45A1,2,2
W7_Q45A1,3,3
W7_Q45A1,4,4
W7_Q45A1,5,5
W7_Q45A1,6,6
W7_Q45A1,7,7
W7_Q45A1,8,8
W7_Q45A1,9,9
W7_Q45A1,10,10 = Sehr viel Vertrauen
W7_Q45A1,88,Weiss nicht
W7_Q45A1,99,keine Angabe
W7_Q45A2,Variable Label,Vertrauen: Polizei
W7_Q45A2,0,0 = Ueberhaupt kein Vertrauen
W7_Q45A2,1,1
W7_Q45A2,2,2
W7_Q45A2,3,3
W7_Q45A2,4,4
W7_Q45A2,5,5
W7_Q45A2,6,6
W7_Q45A2,7,7
W7_Q45A2,8,8
W7_Q45A2,9,9
W7_Q45A2,10,10 = Sehr viel Vertrauen
W7_Q45A2,88,Weiss nicht
W7_Q45A2,99,keine Angabe
W7_Q45A3,Variable Label,Vertrauen: Parlament
W7_Q45A3,0,0 = Ueberhaupt kein Vertrauen
W7_Q45A3,1,1
W7_Q45A3,2,2
W7_Q45A3,3,3
W7_Q45A3,4,4
W7_Q45A3,5,5
W7_Q45A3,6,6
W7_Q45A3,7,7
W7_Q45A3,8,8
W7_Q45A3,9,9
W7_Q45A3,10,10 = Sehr viel Vertrauen
W7_Q45A3,88,Weiss nicht
W7_Q45A3,99,keine Angabe
W7_Q45A4,Variable Label,Vertrauen: Gesundheitswesen
W7_Q45A4,0,0 = Ueberhaupt kein Vertrauen
W7_Q45A4,1,1
W7_Q45A4,2,2
W7_Q45A4,3,3
W7_Q45A4,4,4
W7_Q45A4,5,5
W7_Q45A4,6,6
W7_Q45A4,7,7
W7_Q45A4,8,8
W7_Q45A4,9,9
W7_Q45A4,10,10 = Sehr viel Vertrauen
W7_Q45A4,88,Weiss nicht
W7_Q45A4,99,keine Angabe
W7_Q45A5,Variable Label,Vertrauen: Bundesregierung
W7_Q45A5,0,0 = Ueberhaupt kein Vertrauen
W7_Q45A5,1,1
W7_Q45A5,2,2
W7_Q45A5,3,3
W7_Q45A5,4,4
W7_Q45A5,5,5
W7_Q45A5,6,6
W7_Q45A5,7,7
W7_Q45A5,8,8
W7_Q45A5,9,9
W7_Q45A5,10,10 = Sehr viel Vertrauen
W7_Q45A5,88,Weiss nicht
W7_Q45A5,99,keine Angabe
W7_Q45A6,Variable Label,Vertrauen: Bundesheer
W7_Q45A6,0,0 = Ueberhaupt kein Vertrauen
W7_Q45A6,1,1
W7_Q45A6,2,2
W7_Q45A6,3,3
W7_Q45A6,4,4
W7_Q45A6,5,5
W7_Q45A6,6,6
W7_Q45A6,7,7
W7_Q45A6,8,8
W7_Q45A6,9,9
W7_Q45A6,10,10 = Sehr viel Vertrauen
W7_Q45A6,88,Weiss nicht
W7_Q45A6,99,keine Angabe
W7_Q46,Variable Label,Demokratiezufriedenheit: Oesterreich
W7_Q46,1,1 = Sehr zufrieden
W7_Q46,2,2 = Eher zufrieden
W7_Q46,3,3 = Teils-teils
W7_Q46,4,4 = Eher unzufrieden
W7_Q46,5,5 = Sehr unzufrieden
W7_Q46,88,Weiss nicht
W7_Q46,99,keine Angabe
W7_Q47A1,Variable Label,Aussage: Akzeptabel hoehere Steuern zu zahlen
W7_Q47A1,1,1 = Trifft voll und ganz zu
W7_Q47A1,2,2 = Trifft eher zu
W7_Q47A1,3,3 = Teils-teils
W7_Q47A1,4,4 = Trifft eher nicht zu
W7_Q47A1,5,5 = Trifft gar nicht zu
W7_Q47A1,88,Weiss nicht
W7_Q47A1,99,keine Angabe
W7_Q47A2,Variable Label,Aussage: Lebensweise aendern
W7_Q47A2,1,1 = Trifft voll und ganz zu
W7_Q47A2,2,2 = Trifft eher zu
W7_Q47A2,3,3 = Teils-teils
W7_Q47A2,4,4 = Trifft eher nicht zu
W7_Q47A2,5,5 = Trifft gar nicht zu
W7_Q47A2,88,Weiss nicht
W7_Q47A2,99,keine Angabe
W7_Q47A3,Variable Label,Aussage: Wichtigeres als Corona im Leben
W7_Q47A3,1,1 = Trifft voll und ganz zu
W7_Q47A3,2,2 = Trifft eher zu
W7_Q47A3,3,3 = Teils-teils
W7_Q47A3,4,4 = Trifft eher nicht zu
W7_Q47A3,5,5 = Trifft gar nicht zu
W7_Q47A3,88,Weiss nicht
W7_Q47A3,99,keine Angabe
W7_Q47A4,Variable Label,Aussage: Behauptungen ueber Corona uebertrieben
W7_Q47A4,1,1 = Trifft voll und ganz zu
W7_Q47A4,2,2 = Trifft eher zu
W7_Q47A4,3,3 = Teils-teils
W7_Q47A4,4,4 = Trifft eher nicht zu
W7_Q47A4,5,5 = Trifft gar nicht zu
W7_Q47A4,88,Weiss nicht
W7_Q47A4,99,keine Angabe
W7_Q47A5,Variable Label,Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung
W7_Q47A5,1,1 = Trifft voll und ganz zu
W7_Q47A5,2,2 = Trifft eher zu
W7_Q47A5,3,3 = Teils-teils
W7_Q47A5,4,4 = Trifft eher nicht zu
W7_Q47A5,5,5 = Trifft gar nicht zu
W7_Q47A5,88,Weiss nicht
W7_Q47A5,99,keine Angabe
W7_Q47A6,Variable Label,Aussage: Massnahmen zur Eindaemmung des Coronavirus waren Fehler
W7_Q47A6,1,1 = Trifft voll und ganz zu
W7_Q47A6,2,2 = Trifft eher zu
W7_Q47A6,3,3 = Teils-teils
W7_Q47A6,4,4 = Trifft eher nicht zu
W7_Q47A6,5,5 = Trifft gar nicht zu
W7_Q47A6,88,Weiss nicht
W7_Q47A6,99,keine Angabe
W7_Q47A7,Variable Label,Aussage: Regierung uebertreibt hinsichtlich gesundheitlicher Gefahr
W7_Q47A7,1,1 = Trifft voll und ganz zu
W7_Q47A7,2,2 = Trifft eher zu
W7_Q47A7,3,3 = Teils-teils
W7_Q47A7,4,4 = Trifft eher nicht zu
W7_Q47A7,5,5 = Trifft gar nicht zu
W7_Q47A7,88,Weiss nicht
W7_Q47A7,99,keine Angabe
W7_Q48,Variable Label,Zufriedenheit Bundesregierung: Bilanz
W7_Q48,1,1 = Sehr zufrieden
W7_Q48,2,2 = Eher zufrieden
W7_Q48,3,3 = Teils-teils
W7_Q48,4,4 = Eher unzufrieden
W7_Q48,5,5 = Sehr unzufrieden
W7_Q48,88,Weiss nicht
W7_Q48,99,keine Angabe
W7_Q49A1,Variable Label,EU: Hoehere Mitgliedsbeitraege in Ordnung
W7_Q49A1,1,1 = Trifft voll und ganz zu
W7_Q49A1,2,2 = Trifft eher zu
W7_Q49A1,3,3 = Teils-teils
W7_Q49A1,4,4 = Trifft eher nicht zu
W7_Q49A1,5,5 = Trifft gar nicht zu
W7_Q49A1,88,Weiss nicht
W7_Q49A1,99,keine Angabe
W7_Q49A2,Variable Label,EU: Grenzkontrollen dauerhaft noetig
W7_Q49A2,1,1 = Trifft voll und ganz zu
W7_Q49A2,2,2 = Trifft eher zu
W7_Q49A2,3,3 = Teils-teils
W7_Q49A2,4,4 = Trifft eher nicht zu
W7_Q49A2,5,5 = Trifft gar nicht zu
W7_Q49A2,88,Weiss nicht
W7_Q49A2,99,keine Angabe
W7_Q49A3,Variable Label,EU: Krisen staerker zentral steuern
W7_Q49A3,1,1 = Trifft voll und ganz zu
W7_Q49A3,2,2 = Trifft eher zu
W7_Q49A3,3,3 = Teils-teils
W7_Q49A3,4,4 = Trifft eher nicht zu
W7_Q49A3,5,5 = Trifft gar nicht zu
W7_Q49A3,88,Weiss nicht
W7_Q49A3,99,keine Angabe
W7_Q49A4,Variable Label,EU: Ausfuhrstopp durch Oesterreich fuer notwendige Gueter
W7_Q49A4,1,1 = Trifft voll und ganz zu
W7_Q49A4,2,2 = Trifft eher zu
W7_Q49A4,3,3 = Teils-teils
W7_Q49A4,4,4 = Trifft eher nicht zu
W7_Q49A4,5,5 = Trifft gar nicht zu
W7_Q49A4,88,Weiss nicht
W7_Q49A4,99,keine Angabe
W7_Q49A5,Variable Label,EU: Ausfuhrstopp durch andere Mitgliedslaender fuer notwendige Gueter
W7_Q49A5,1,1 = Trifft voll und ganz zu
W7_Q49A5,2,2 = Trifft eher zu
W7_Q49A5,3,3 = Teils-teils
W7_Q49A5,4,4 = Trifft eher nicht zu
W7_Q49A5,5,5 = Trifft gar nicht zu
W7_Q49A5,88,Weiss nicht
W7_Q49A5,99,keine Angabe
W7_Q49A6,Variable Label,"EU: Oesterreich profitiert davon, andere EU-Staaten finanziell zu unterstuetzen"
W7_Q49A6,1,1 = Trifft voll und ganz zu
W7_Q49A6,2,2 = Trifft eher zu
W7_Q49A6,3,3 = Teils-teils
W7_Q49A6,4,4 = Trifft eher nicht zu
W7_Q49A6,5,5 = Trifft gar nicht zu
W7_Q49A6,88,Weiss nicht
W7_Q49A6,99,keine Angabe
W7_Q49A7,Variable Label,EU: Personenfreizuegigkeit foerdert Wirtschaftswachstum in Oesterreich
W7_Q49A7,1,1 = Trifft voll und ganz zu
W7_Q49A7,2,2 = Trifft eher zu
W7_Q49A7,3,3 = Teils-teils
W7_Q49A7,4,4 = Trifft eher nicht zu
W7_Q49A7,5,5 = Trifft gar nicht zu
W7_Q49A7,88,Weiss nicht
W7_Q49A7,99,keine Angabe
W7_Q49A8,Variable Label,EU: Freihandel wichtiger als Schutz heimischer Wirtschaft
W7_Q49A8,1,1 = Trifft voll und ganz zu
W7_Q49A8,2,2 = Trifft eher zu
W7_Q49A8,3,3 = Teils-teils
W7_Q49A8,4,4 = Trifft eher nicht zu
W7_Q49A8,5,5 = Trifft gar nicht zu
W7_Q49A8,88,Weiss nicht
W7_Q49A8,99,keine Angabe
W7_Q50A1,Variable Label,EU-Krisenfinanzierung: hoehere Beitraege durch Mitgliedsstaaten
W7_Q50A1,1,1 = Sehr dafuer
W7_Q50A1,2,2 = Eher dafuer
W7_Q50A1,3,3 = Teils-teils
W7_Q50A1,4,4 = Eher dagegen
W7_Q50A1,5,5 = Sehr dagegen
W7_Q50A1,88,Weiss nicht
W7_Q50A1,99,keine Angabe
W7_Q50A2,Variable Label,EU-Krisenfinanzierung: gemeinsame Schulden
W7_Q50A2,1,1 = Sehr dafuer
W7_Q50A2,2,2 = Eher dafuer
W7_Q50A2,3,3 = Teils-teils
W7_Q50A2,4,4 = Eher dagegen
W7_Q50A2,5,5 = Sehr dagegen
W7_Q50A2,88,Weiss nicht
W7_Q50A2,99,keine Angabe
W7_Q50A3,Variable Label,EU-Krisenfinanzierung: gemeinsamer Fond zur Kreditvergabe
W7_Q50A3,1,1 = Sehr dafuer
W7_Q50A3,2,2 = Eher dafuer
W7_Q50A3,3,3 = Teils-teils
W7_Q50A3,4,4 = Eher dagegen
W7_Q50A3,5,5 = Sehr dagegen
W7_Q50A3,88,Weiss nicht
W7_Q50A3,99,keine Angabe
W7_Q50A4,Variable Label,EU-Krisenfinanzierung: freiwillige Vergabe von Hilfsgeldern ohne Rueckzahlung
W7_Q50A4,1,1 = Sehr dafuer
W7_Q50A4,2,2 = Eher dafuer
W7_Q50A4,3,3 = Teils-teils
W7_Q50A4,4,4 = Eher dagegen
W7_Q50A4,5,5 = Sehr dagegen
W7_Q50A4,88,Weiss nicht
W7_Q50A4,99,keine Angabe
W7_Q50A5,Variable Label,EU-Krisenfinanzierung: freiwillige Sachspenden an Mitgliedsstaaten
W7_Q50A5,1,1 = Sehr dafuer
W7_Q50A5,2,2 = Eher dafuer
W7_Q50A5,3,3 = Teils-teils
W7_Q50A5,4,4 = Eher dagegen
W7_Q50A5,5,5 = Sehr dagegen
